id,mes,score
0215bd3a,July,20.031185150146484
02168744,July,47.145999908447266
021a5ed3,July,27.133508682250977
0226c804,July,56.08757400512695
0226fb18,August,25.703990936279297
022b4d29,July,30.065481185913086
02374617,July,35.572959899902344
023bff29,July,20.106273651123047
023f5e10,July,32.03348159790039
02400329,July,44.424991607666016
02546e15,July,46.384674072265625
025b36b1,July,28.01016616821289
02613007,July,54.678951263427734
026f95cb,July,10.643113136291504
02763d7a,July,18.459949493408203
027a4ff4,July,38.4990119934082
027d9c04,July,37.62987518310547
0287b450,July,45.42539978027344
0291ee27,August,32.76152038574219
02a1dc68,July,47.3006706237793
02a603ee,August,12.291910171508789
02a7f72f,July,44.34369659423828
02b4ce68,August,21.08600425720215
02c460be,July,72.28994750976562
02ceef52,July,26.374706268310547
02d8f406,July,35.848411560058594
02de88e0,July,26.3845157623291
02ea400e,July,18.845983505249023
02f46de1,July,23.634769439697266
02f855f0,July,31.323060989379883
02f894cc,July,34.19352340698242
02fd1e52,August,30.627809524536133
0300235a,July,32.620208740234375
030da7d1,July,47.07289505004883
031fd0f5,August,47.29413986206055
03224a52,July,16.776174545288086
032a9786,July,21.72983741760254
0331bda3,July,44.18250274658203
0332ebf4,July,50.166770935058594
03419529,August,45.375579833984375
034c753f,July,18.78904914855957
034d0cd4,July,33.94526290893555
035858c2,July,20.64384651184082
03660cb2,July,23.803552627563477
03696b34,July,35.2581901550293
036d94c9,August,27.7030029296875
0375894f,July,22.496606826782227
037a2db9,July,48.84075927734375
0384b13c,August,22.73165512084961
03862457,July,60.3492317199707
038a4e2b,July,29.93804168701172
038d0773,July,26.25787353515625
03adea0f,August,39.52473449707031
03b184cc,July,27.980510711669922
03b570e4,July,41.604000091552734
03b81185,July,11.988865852355957
03bd1b00,July,62.652095794677734
03bf29fa,July,33.678794860839844
03cfd5cd,July,63.90571594238281
03e506af,August,41.083805084228516
03f27ce1,July,50.8506965637207
03f9e229,July,65.5267562866211
04011347,July,34.61087417602539
040ad075,July,30.03367805480957
0410fc55,July,33.69564437866211
04203dc4,July,29.753767013549805
042c46f9,July,52.60406494140625
042dd93c,July,26.179779052734375
0436fc40,August,29.445371627807617
04392e0c,July,50.58687973022461
043d8d0c,August,46.3933219909668
04411212,August,46.534488677978516
04447492,July,18.61771011352539
044fe27e,July,19.606975555419922
04719c15,August,24.962373733520508
04850701,July,14.781819343566895
04869e3c,July,47.262725830078125
048a3f5f,July,40.858177185058594
0493d777,July,20.213851928710938
04a6a767,July,62.647647857666016
04b380c7,July,59.70530319213867
04b6efc5,July,33.68660354614258
04b7d503,July,9.467479705810547
04ca83f0,July,22.969303131103516
04d55e6a,July,46.64299392700195
04dad591,July,40.084163665771484
04dbc732,August,30.748159408569336
04dd4f3b,July,41.24348068237305
04debe47,July,37.88157272338867
04e9d006,July,35.17532730102539
050649cc,July,46.14006042480469
051dc280,July,20.17562484741211
05232d1e,July,45.15908432006836
0529a3e8,August,21.680152893066406
052d6e62,July,21.16082191467285
0532076d,July,21.736549377441406
053aa3da,July,35.15134811401367
053facf0,July,16.99304962158203
05405d08,August,53.0596809387207
0546ac0a,July,31.568405151367188
05476041,August,33.75189971923828
0548c792,July,31.169713973999023
0548f884,July,26.766965866088867
054d4908,July,30.430376052856445
054de818,August,31.29368019104004
056224a2,July,52.396690368652344
0564f89d,July,29.589059829711914
05681655,July,29.693035125732422
057088b1,July,46.233402252197266
0571b175,July,27.950056076049805
057ebe07,August,24.32318878173828
05a903fb,July,22.537220001220703
05b0083d,July,31.35995864868164
05b643ec,July,23.069721221923828
05b9612e,July,58.4271354675293
05c35f7f,July,13.37203311920166
05cb0ff2,August,37.06611633300781
05d31b5c,July,36.049556732177734
05e52522,August,43.68867111206055
05fb3175,July,38.155731201171875
05fd5ad1,July,28.930824279785156
0600f14b,July,26.666839599609375
06056511,July,44.531463623046875
0610fc19,September,17.403512954711914
06137b43,August,23.101192474365234
06158185,July,22.713010787963867
061637a0,September,14.002246856689453
061c4601,July,51.587013244628906
0620ddb2,July,26.549659729003906
06212e56,July,58.64270782470703
0625a02b,July,33.258758544921875
062b353e,July,24.302345275878906
0636b264,July,71.0074234008789
06479ab2,July,29.742481231689453
06483cd7,July,29.143630981445312
0651d43e,August,78.88157653808594
065520d3,July,18.266643524169922
0655e85d,July,27.335491180419922
0658093b,July,38.89004898071289
065d3bd8,July,21.510005950927734
065e3a97,July,27.765466690063477
06643e05,August,32.18981170654297
066b0311,August,27.587865829467773
067248a3,July,35.92240524291992
0676eb5d,July,22.30415153503418
0678c538,July,56.198307037353516
06843249,July,42.65330505371094
068e2563,July,28.199230194091797
06917114,July,27.73398780822754
0693e0a4,August,24.00666618347168
06b1fc3a,July,49.4836311340332
06b41dfc,September,8.182642936706543
06df3742,July,23.82110023498535
06e3d6af,July,55.36066818237305
06e891e5,July,52.04642105102539
06f112dd,August,41.4837760925293
06fc9487,July,78.1136245727539
071b57b1,September,28.255571365356445
071dc8a5,July,38.27488327026367
0729ea67,July,46.02382278442383
07378cde,July,25.46930503845215
073fb3e5,August,21.350379943847656
0751323a,August,33.86844253540039
07580a94,August,28.81092071533203
0761c4f1,August,33.07386016845703
07677e7e,July,43.884803771972656
076abd46,July,32.323551177978516
07741cb0,July,25.733585357666016
07765e15,July,47.89866256713867
077eaf9a,July,19.60692024230957
0781e3ed,August,50.66968536376953
0787865c,July,29.60699462890625
078ec944,July,24.532203674316406
07973811,July,16.3217830657959
07a084ca,August,51.408897399902344
07b9823a,September,26.227689743041992
07bcc6d6,August,21.051403045654297
07d1864c,July,25.004657745361328
07d6e963,July,36.44720458984375
07e3ec27,July,35.61107635498047
07ebc1f7,July,21.57400894165039
07f11c88,July,30.622299194335938
07f3cd5e,August,17.994789123535156
07f9f6a4,August,24.312591552734375
08084efe,August,23.750797271728516
080d8f1d,July,33.62502670288086
080ed0c5,July,35.66192626953125
080fb169,July,50.382850646972656
08103218,July,23.611732482910156
0817358a,July,58.90704345703125
0823f904,July,48.22127151489258
08251bb9,July,31.058547973632812
082cce42,August,32.42502975463867
0836d4c7,July,31.818153381347656
083a02c7,July,44.27577209472656
083f0dfb,July,47.78086853027344
08404854,August,24.43662452697754
084a44a0,August,20.01321029663086
085fcb0f,July,35.46487808227539
08676196,July,20.25185203552246
08686874,July,34.60219192504883
086c47df,July,27.2203369140625
086d7d16,July,33.58824920654297
088cd6f2,July,28.995689392089844
088dd40f,July,31.248817443847656
088e7b1a,July,52.9827880859375
089c5af4,July,17.437894821166992
08a18d5c,July,24.771175384521484
08a4dfe0,August,59.5546875
08a643d6,July,32.08050537109375
08a806a7,July,18.415563583374023
08c83160,August,61.81132888793945
08e0ff94,July,17.056821823120117
08ecfd3c,August,79.25963592529297
08f6b400,July,23.509723663330078
08f8e396,August,47.59160614013672
08ff8dd3,July,34.73957824707031
090636b0,July,27.572879791259766
090cec45,July,63.40050506591797
09171a70,July,30.745534896850586
09188771,July,16.7243595123291
09203898,July,42.4234504699707
0921957f,August,18.752866744995117
0929e279,July,36.816932678222656
092ce360,July,48.17887496948242
093a11a8,July,18.46971893310547
093a9e24,July,37.36106872558594
094567e5,July,16.44792938232422
0950a3da,July,30.444108963012695
095979c0,July,44.63986587524414
095cdde6,July,24.26030158996582
095d9117,July,39.46417236328125
0964800b,July,63.20722198486328
0979f778,July,17.760278701782227
097d3257,July,29.450952529907227
0980ecf3,September,26.18204116821289
09816493,July,19.831409454345703
0983a0f7,August,18.826183319091797
09914ef8,July,53.74550247192383
099191b9,August,28.05821990966797
09974f8c,July,52.002052307128906
099c6b3b,July,43.27014923095703
099e1a11,July,39.380897521972656
09a2cc22,July,25.694618225097656
09a30b35,July,32.3549919128418
09a84ecc,July,40.30013656616211
09a8596e,July,14.938643455505371
09cf24b5,July,40.09685516357422
09d20656,September,60.36085510253906
09dd7b70,July,51.66535568237305
09dde789,July,26.520870208740234
09e13567,July,54.39866638183594
09e36dd8,August,22.999574661254883
09e9ac7f,July,33.83457565307617
09f19109,September,31.536462783813477
09fd6d1a,July,21.347063064575195
0a04e5c1,July,40.85179138183594
0a073fe4,July,65.7610855102539
0a096068,July,25.055681228637695
0a105fce,July,25.784223556518555
0a132a88,July,28.659940719604492
0a35ad65,July,22.0106201171875
0a35b443,July,24.539894104003906
0a39dd9e,July,37.19741439819336
0a3d8f03,July,32.42850875854492
0a3faec0,August,24.526546478271484
0a58ac70,July,39.71946334838867
0a5fa091,August,24.81331443786621
0a65fa3f,July,42.964820861816406
0a676e24,July,26.104358673095703
0a684a97,July,20.350072860717773
0a6bc33f,July,37.98398971557617
0a781cab,August,22.884212493896484
0a81b559,July,58.685245513916016
0a81cdee,July,58.5728874206543
0a8b6998,September,15.973893165588379
0a9d13a4,July,36.79960632324219
0aa21699,July,44.2341194152832
0aa7fb10,July,42.51320266723633
0aac1e46,September,24.201656341552734
0ab097c9,August,19.412124633789062
0ac443da,July,39.00623321533203
0acc54b4,July,16.133161544799805
0acd8a27,August,31.235265731811523
0ad475a1,July,48.28499221801758
0ad57788,July,34.70527648925781
0ad655e2,July,28.412670135498047
0adf9e66,July,32.10809326171875
0ae6324a,August,23.756582260131836
0b0926dd,July,25.81062889099121
0b0eec49,July,49.4113883972168
0b255824,July,42.29140090942383
0b2c3886,July,42.073524475097656
0b30548f,July,22.77393913269043
0b3349ff,August,34.659202575683594
0b353ba8,July,24.36858558654785
0b36d307,July,54.21904754638672
0b45f44d,July,29.131322860717773
0b485d3b,July,23.377105712890625
0b5dd5d0,July,37.37370681762695
0b5de22d,July,42.04938888549805
0b6ae2b1,July,28.572425842285156
0b6f6d40,July,36.76301956176758
0b792613,July,41.08251953125
0b8d5875,August,28.376996994018555
0ba2a063,July,25.069808959960938
0ba31a2c,July,34.38391876220703
0ba7bca7,July,40.08019256591797
0baa5577,July,37.387908935546875
0bac0847,July,26.973114013671875
0badc5ba,July,44.156349182128906
0bc9709a,July,26.924915313720703
0bc9b53c,July,31.05326271057129
0bdba623,August,26.147607803344727
0bde3a29,July,28.174909591674805
0be278ec,July,26.108612060546875
0bf069c3,July,37.4508171081543
0bf46883,September,24.94873809814453
0bf98345,September,33.52191162109375
0bfa0434,July,16.78685188293457
0c03fb03,July,26.794172286987305
0c0b40d3,July,31.781517028808594
0c13c720,August,25.350826263427734
0c19b4a5,July,56.990447998046875
0c1b5ede,July,30.422990798950195
0c1dea12,July,29.40521812438965
0c1e1474,July,25.97123146057129
0c258ba6,July,22.813182830810547
0c2af57b,July,29.019128799438477
0c340511,July,13.96544075012207
0c48b873,August,22.720441818237305
0c4a3582,July,44.595149993896484
0c4aafbf,July,30.41044807434082
0c4f11f0,July,14.519356727600098
0c65a284,July,30.748003005981445
0c6dc601,July,26.571889877319336
0c7ea7a7,July,27.010969161987305
0c9539fe,July,18.219831466674805
0c9d78ab,July,24.985557556152344
0ca16dfd,July,61.55125045776367
0ca69c96,July,44.99913024902344
0cb01158,July,23.777997970581055
0cc46779,July,18.63467788696289
0cc4de55,July,25.277359008789062
0cd8ffb5,July,19.403060913085938
0cda02ad,July,27.455524444580078
0cdb980d,August,27.9759578704834
0cdd0050,July,33.579566955566406
0d0be2c8,July,37.46731948852539
0d109e74,July,43.008697509765625
0d129e66,July,39.403533935546875
0d1c68af,July,15.897849082946777
0d226508,July,70.21436309814453
0d29f58c,July,68.78057861328125
0d2b5776,August,35.31632995605469
0d37cb5f,July,21.271827697753906
0d40d2ba,July,14.92802619934082
0d43e377,August,61.70176696777344
0d445fb6,July,28.407764434814453
0d46f24a,July,13.88668441772461
0d4b9de6,July,21.070838928222656
0d4bbc1a,July,46.15485382080078
0d5bc776,July,22.394916534423828
0d665376,August,23.516921997070312
0d68af9c,July,42.676029205322266
0d694ba9,July,39.83822250366211
0d710330,August,48.28275680541992
0d820bc7,July,44.803070068359375
0d8e3338,July,52.68818283081055
0d90aa12,July,33.04225158691406
0d93826f,July,20.555532455444336
0d9bc03c,September,19.865345001220703
0d9d5ac6,July,52.485572814941406
0dbe745e,July,23.05469512939453
0dc14cfd,July,18.039073944091797
0dc5a9b3,July,23.24374771118164
0dd2d6c9,August,14.384817123413086
0dd93df8,August,36.017005920410156
0ddd95d2,July,60.323150634765625
0de178b7,August,23.299701690673828
0de54a5e,July,53.13227081298828
0e04c0c7,July,53.65809631347656
0e081ce3,July,54.237483978271484
0e0dfb3b,July,33.61478805541992
0e174295,July,18.743310928344727
0e19de83,July,32.830833435058594
0e1b75bc,September,22.972370147705078
0e21d97c,July,21.933820724487305
0e2f6368,July,25.571025848388672
0e50ca04,July,38.340003967285156
0e5fff30,July,30.42009925842285
0e67339f,July,27.94797134399414
0e67ed1e,August,24.18387794494629
0e6911dd,July,36.058311462402344
0e6cd7a8,July,40.84650421142578
0e74f3ca,July,24.97312355041504
0e826cd4,July,22.600725173950195
0e82ba8f,July,27.104028701782227
0e83c7fe,July,28.4418888092041
0e8b2ac7,July,26.828094482421875
0e8efa76,July,59.17644500732422
0e8f061c,July,14.417847633361816
0e92cd13,July,43.70469284057617
0e95dc51,July,56.40256881713867
0ea3ff4c,August,28.747220993041992
0ea789a8,July,25.29123306274414
0eaa6bdf,July,27.687746047973633
0eb18cbe,July,16.92871856689453
0ebea80a,July,19.433124542236328
0ebf5d45,August,20.655445098876953
0ebf6765,July,27.098966598510742
0ec976dc,July,26.773693084716797
0ecb75df,July,30.10976219177246
0ecc9585,August,16.28745460510254
0ed6856a,July,16.60210418701172
0ee6ad89,July,36.328590393066406
0ef7b574,July,52.32338333129883
0efa5c94,August,49.035728454589844
0f07f1d0,July,25.747156143188477
0f08c93b,July,16.245532989501953
0f0a493a,July,35.759151458740234
0f119d95,July,37.7808952331543
0f123dad,July,23.892850875854492
0f24e6a8,August,25.948814392089844
0f26a281,September,18.398696899414062
0f26e952,July,35.40977478027344
0f28166a,July,16.16411018371582
0f3dfa71,July,42.04035568237305
0f478b85,July,21.993616104125977
0f54b847,July,42.4216423034668
0f5a4563,August,24.269588470458984
0f5d3266,July,54.823570251464844
0f663c46,July,27.705493927001953
0f687c36,July,35.4312858581543
0f6faf05,July,19.41547203063965
0f705e95,July,47.434505462646484
0f709309,July,17.22075653076172
0f75684e,August,23.769927978515625
0f77b53e,August,16.447641372680664
0f8a4733,July,37.45938491821289
0f8f5c4e,July,33.99365997314453
0f908375,July,32.8900260925293
0f941205,August,18.525297164916992
0f967a67,August,23.59784507751465
0f97ca13,July,48.13605880737305
0f9cf58a,July,49.98733901977539
0fa196fb,July,30.00836944580078
0fa1f946,August,27.10785484313965
0fae8d98,August,44.52363586425781
0fba70be,July,27.066848754882812
0fbaeaed,July,17.030202865600586
0fbff89f,August,51.18477249145508
0fc676e7,July,62.90288162231445
0fc70cb9,July,38.19260787963867
0fcf82e4,July,45.62918472290039
0fd2954e,August,31.593795776367188
0fd644ae,July,33.55485534667969
0fd7b6dd,July,36.661529541015625
0fdb9f77,July,9.96937084197998
0fdd733f,July,45.99105453491211
0fde7165,August,21.000715255737305
0feabc85,July,50.657020568847656
0fef27ce,July,54.55121994018555
0ff268b1,July,22.683116912841797
0ffaa79e,July,36.38691329956055
100c9e0c,July,16.467790603637695
10148836,July,19.495590209960938
1022440a,July,55.385284423828125
1023cbd6,July,28.945405960083008
10339b8e,July,29.943180084228516
10429d71,July,37.70250701904297
10519639,July,47.70314025878906
1088bebb,July,42.9791374206543
108f49f3,July,38.925437927246094
109117ef,July,56.27377700805664
109560c3,August,47.11074447631836
109add1e,July,28.524221420288086
109be0f6,August,30.51548957824707
10a07ed0,August,45.158077239990234
10a179b8,July,28.190223693847656
10aec4e9,July,31.09247589111328
10b290d1,August,51.87666320800781
10b2e090,August,41.20853805541992
10b7aa9a,August,25.489715576171875
10bca2b9,August,38.834388732910156
10c4a409,July,42.87898635864258
10c4a551,July,26.549631118774414
10c903e4,July,23.19856071472168
10cddd46,July,14.947516441345215
10d8338c,August,25.877422332763672
10dd7864,July,41.12534713745117
10ddceda,July,47.68657684326172
10e2ac42,August,41.2991943359375
10e402d8,July,21.04033660888672
10e8d157,July,16.450420379638672
10eb4b3e,July,26.333465576171875
10fcf382,July,36.87537384033203
11082fab,July,23.54609489440918
1116e6fa,August,18.16089630126953
1117109a,September,24.705509185791016
1121c294,August,28.994962692260742
11220d4c,August,23.845760345458984
1141c57b,August,35.72506332397461
1145aa56,September,23.49728775024414
114cdf32,July,30.722862243652344
114ce554,July,27.851346969604492
115ae9a0,July,21.97380256652832
115ff5d8,July,56.05683898925781
11679ec2,September,15.735033988952637
11684502,July,35.352272033691406
116917f1,August,26.67217254638672
116e9d64,July,45.28416061401367
117b670a,July,41.28432846069336
1194d9b8,July,43.87571716308594
1199f6fa,July,27.495351791381836
11a05bb0,September,49.892539978027344
11acb23f,August,55.80091094970703
11b305f0,July,15.46546459197998
11b99653,July,41.15406799316406
11c945aa,July,42.60546112060547
11db9e19,August,17.49070167541504
11dfb643,August,15.032652854919434
11e4de70,August,37.55384063720703
11fc4d5f,July,27.907251358032227
11fe604f,August,37.79558181762695
11feb2e5,July,53.646827697753906
1210a461,July,28.02997589111328
121f6463,July,70.07125091552734
12224d5f,July,44.14482879638672
122ef21e,July,42.96205520629883
123067b1,August,37.69900131225586
1232b976,July,32.97932052612305
124f631a,July,35.368507385253906
1250c93f,July,59.89847946166992
1252f4d7,July,21.76882553100586
12534830,July,42.66552734375
1259d0a9,July,14.918474197387695
125b32ae,July,21.7412109375
128287c0,July,29.05472755432129
128adae8,July,25.62259292602539
128eb2aa,July,46.08013916015625
1291713b,July,67.52205657958984
12a71535,August,19.736183166503906
12b8cf9c,July,50.288108825683594
12c02d4b,July,20.70465850830078
12cc0324,July,15.879256248474121
12d4474f,July,20.259748458862305
12d58dcc,August,30.432456970214844
12d934e3,August,15.884771347045898
12e972b8,July,26.242645263671875
12ed637a,July,41.19263458251953
12f74127,July,20.88237762451172
12fb5503,August,51.11127853393555
12fd7631,July,22.210670471191406
1307a04a,August,21.912555694580078
131806e4,July,26.53685760498047
131c9c06,July,34.92610168457031
1324f4d5,July,39.271697998046875
132590e4,July,55.299835205078125
13263137,July,60.872398376464844
13389308,July,36.60398864746094
134430e4,September,36.986305236816406
13444622,August,23.94660758972168
1348d51a,August,29.855138778686523
135027e8,July,16.82139015197754
1355dfaa,July,23.28605842590332
135da382,July,20.498472213745117
136423b2,July,47.42691421508789
136af50d,July,35.217063903808594
136e2139,July,35.424583435058594
137884a2,July,28.044055938720703
1379a8c4,July,24.05620574951172
137c96c6,July,36.28593826293945
137eb3f7,July,27.404253005981445
1380e8f4,July,32.29690933227539
1385fc6b,July,26.945762634277344
13892357,July,28.406036376953125
138bc232,July,19.58856964111328
1398c186,August,21.984867095947266
13a080c9,August,34.96696090698242
13a24a0e,July,39.29629135131836
13b3308d,July,21.54751968383789
13c3cd1e,July,33.699501037597656
13cc8832,July,58.45622253417969
13cf35fa,July,24.85687255859375
13e8c3a5,August,19.114694595336914
13f5a73e,July,40.87174606323242
13fc1f56,July,43.740055084228516
13fc84d8,July,41.78569030761719
1410e147,August,18.002979278564453
1417b0a6,July,24.33841896057129
14279b82,July,31.20952033996582
1436fa9d,July,25.270586013793945
14397bfb,July,23.516990661621094
1446b274,August,35.935420989990234
144e144c,August,21.01817512512207
145d0600,July,66.7934341430664
1460c6b1,July,19.520784378051758
14633304,July,24.31532096862793
146c7d5c,July,51.66106414794922
1475c48e,July,25.567180633544922
147c9028,July,49.88518142700195
1481964f,July,40.16484069824219
1481ee37,July,28.017059326171875
14888ef2,July,46.9077262878418
1490037d,July,25.331851959228516
149f144d,July,48.83131408691406
14ba8aab,July,39.34658432006836
14cd6946,July,43.3189697265625
14cf1ec4,July,26.780336380004883
14d3b92b,July,72.5203857421875
14db0101,August,44.258140563964844
14e2540f,July,21.202152252197266
14fe1473,July,15.740519523620605
150299cf,September,41.60675048828125
150695ef,August,20.3968563079834
150b249d,July,33.124755859375
1510e9cd,July,38.30827331542969
1511cb4d,August,15.960335731506348
15154fa6,August,20.78419303894043
151cf430,July,67.25420379638672
153a51b7,August,19.290142059326172
153fb447,July,50.241668701171875
1541e9dc,July,37.40284729003906
1541fb61,August,41.07073211669922
1549f396,July,25.570865631103516
15524a1f,July,41.16911697387695
1556ffec,August,26.92622184753418
155fbfd7,July,33.911476135253906
15623d55,July,35.565223693847656
1567ab76,July,46.81842803955078
1569b4e2,July,26.294757843017578
156a36c8,July,15.1533784866333
156a6a96,August,43.61014175415039
157158e8,August,25.614707946777344
15728cd4,July,38.31907653808594
1580dc60,July,37.64205551147461
159a09be,July,11.703764915466309
159a4fce,July,22.851974487304688
15ab3b9a,July,32.4643440246582
15b23ce1,July,47.221378326416016
15bc6b41,July,37.777828216552734
15bf4479,August,29.91657257080078
15c7876b,July,23.568910598754883
15ca148b,July,49.85617446899414
15d03d91,July,41.72469711303711
15e2454a,July,22.90113639831543
15e43b1c,July,41.113136291503906
15e8a734,July,45.198875427246094
15f686c8,July,44.6418342590332
15fbfeff,July,43.52799987792969
15ff0c73,August,23.219696044921875
161ca1ea,July,38.29444122314453
1628fba4,August,45.57429122924805
162bdc23,July,43.514129638671875
163ae886,July,46.52378463745117
163e6988,July,35.325538635253906
1648a27a,July,23.331445693969727
1657fc67,July,20.4388370513916
166078d6,July,23.752580642700195
16635583,July,30.212017059326172
166be7d7,July,37.65508270263672
16709fa3,July,37.888675689697266
168d2687,July,32.699241638183594
169059e0,July,28.59894371032715
1693843f,July,88.18510437011719
1693bbe7,August,45.40512466430664
16999324,July,38.60506057739258
16a87337,July,49.875732421875
16afe4a7,July,48.638832092285156
16b80308,July,34.44157409667969
16c09f38,July,21.683387756347656
16c80351,July,28.425899505615234
16d8cac6,July,55.36659240722656
16db3af7,July,50.840614318847656
16df9dc7,July,34.3454475402832
16f624b6,August,23.297964096069336
16fc7acc,July,20.24979591369629
17058554,September,12.820760726928711
1718f00d,July,33.59429168701172
171caf70,August,25.616914749145508
1727ff76,July,29.63787269592285
173902ba,September,23.462186813354492
173f6c91,July,29.77239418029785
17432244,July,26.42331886291504
1746b831,July,23.60951805114746
174ca2b3,August,17.36819076538086
17512095,July,31.159727096557617
1753a3b1,July,31.17129135131836
1756103d,August,37.19328308105469
175c2e5e,July,53.77604293823242
176e5ab2,July,49.99190902709961
177a7af9,July,30.237953186035156
177bab49,July,24.59784507751465
177ce4ba,July,43.792869567871094
179095b6,July,40.42600631713867
17912870,July,34.0298957824707
17912e75,July,20.435739517211914
179460ce,July,22.764360427856445
179cfc99,August,17.886003494262695
179eedaa,July,35.302791595458984
17a40ea5,August,32.25968551635742
17ad734b,July,46.18625259399414
17b83678,August,47.412410736083984
17c2a733,July,51.98674774169922
17c3913b,July,38.94472122192383
17d0234d,August,46.767250061035156
17d0eeb0,August,27.918617248535156
17de67d1,July,35.783241271972656
17e8e8be,July,45.731285095214844
17eb4d69,July,26.045700073242188
17f54050,July,17.434410095214844
17fd0184,July,30.776155471801758
180eef35,July,52.401641845703125
1811929e,July,30.550174713134766
1816d18d,July,53.58943557739258
1820f58c,August,42.82619094848633
18233e50,July,25.965408325195312
182b00e9,July,55.28776931762695
1834b1fc,July,41.41246032714844
183a0b6c,August,17.916223526000977
183ee57b,July,29.177209854125977
1848af90,August,33.742286682128906
1856baeb,July,40.74143600463867
18595b6b,July,56.25132751464844
18694516,August,17.73556137084961
186a1895,July,22.683088302612305
186c990c,July,28.6539306640625
186ddf71,August,22.792404174804688
1876694c,August,59.91712951660156
187cf18b,July,23.063180923461914
188772ab,July,62.34217834472656
18a96bec,July,29.098682403564453
18ab8a17,July,26.09830093383789
18d3b697,July,29.250186920166016
18d952b3,July,49.810855865478516
18ef433e,July,24.573165893554688
18f1047f,July,46.527015686035156
1904d828,July,20.69367027282715
190974c2,August,19.66535758972168
190bb25c,July,34.196197509765625
19149c65,July,24.782495498657227
19204d6f,August,26.05754852294922
1925f7d8,July,32.56705856323242
192eb2e0,September,46.7677116394043
193364a3,July,41.113975524902344
19339797,July,30.799379348754883
19354358,July,42.209327697753906
1936f8a5,July,9.300350189208984
19385711,July,34.16611099243164
193d4a66,July,45.32417297363281
1942f772,July,21.875293731689453
194366ae,July,28.75604248046875
19457017,July,34.278045654296875
194f6b2f,July,22.1206111907959
195487ec,July,25.249332427978516
196298ea,July,31.52766227722168
196c199c,July,18.89530372619629
19720e70,July,28.490219116210938
197e48d0,July,20.397199630737305
19842835,July,34.83222579956055
1987c5e7,July,48.53855514526367
1990d8e4,July,15.877586364746094
1993b36e,July,23.566205978393555
19a0fe11,August,19.367448806762695
19aa0cc6,August,23.02000617980957
19ae04fe,July,40.401695251464844
19bdd036,July,28.555858612060547
19c50fe1,July,28.096424102783203
19ca3adf,July,43.921695709228516
19ccf803,July,25.473487854003906
19d7cbd4,July,28.82091522216797
19da9e8f,August,40.30675506591797
19e57ad4,July,34.84737014770508
19e5e877,July,23.72160530090332
19e8e599,July,42.273597717285156
19ea29be,July,48.240394592285156
19fd52db,August,23.354814529418945
1a00c008,August,63.93206024169922
1a01514c,July,59.610260009765625
1a1addd1,July,30.65764808654785
1a1f591d,July,35.70500946044922
1a2e7791,July,30.270952224731445
1a346c55,July,23.576976776123047
1a5fcd05,August,23.960697174072266
1a65b34b,August,35.32653045654297
1a6df311,July,36.31049728393555
1a7b9694,July,23.649229049682617
1a7ddc2a,August,29.910823822021484
1a7ff67a,July,28.518198013305664
1a8b952f,July,52.533958435058594
